Sigla,Código,Município,Renda per capita média,Ano
MA,2111300,São Luís,"805,36",
MA,2111409,São Luís Gonzaga do Maranhão,"182,83",
MA,2111508,São Mateus do Maranhão,"396,29",
MA,2111532,São Pedro da Água Branca,"289,7",
MA,2111573,São Pedro dos Crentes,"257,76",
MA,2111607,São Raimundo das Mangabeiras,"301,25",
MA,2111631,São Raimundo do Doca Bezerra,"156,4",
MA,2111672,São Roberto,"153,65",
MA,2111706,São Vicente Ferrer,"184,71",
MA,2111722,Satubinha,"131,73",
MA,2111748,Senador Alexandre Costa,"203,17",
MA,2111763,Senador La Rocque,"277,19",
MA,2111789,Serrano do Maranhão,"123,44",
MA,2111805,Sítio Novo,"190,06",
MA,2111904,Sucupira do Norte,"210,88",
MA,2111953,Sucupira do Riachão,"226,96",
MA,2112001,Tasso Fragoso,"264,76",
MA,2112100,Timbiras,"177,46",
MA,2112209,Timon,"365,26",
MA,2112233,Trizidela do Vale,"269,74",
MA,2112274,Tufilândia,"181,75",
MA,2112308,Tuntum,"221,27",
MA,2112407,Turiaçu,"171,5",
MA,2112456,Turilândia,"174,09",
MA,2112506,Tutóia,"235,35",
MA,2112605,Urbano Santos,"186,07",
MA,2112704,Vargem Grande,"165,37",
MA,2112803,Viana,"272,76",
MA,2112852,Vila Nova dos Martírios,"252,89",
MA,2112902,Vitória do Mearim,"230,76",
MA,2113009,Vitorino Freire,"265,69",
MA,2114007,Zé Doca,"259,21",
MG,3100104,Abadia dos Dourados,"596,18",
MG,3100203,Abaeté,"707,24",
MG,3100302,Abre Campo,"444,32",
MG,3100401,Acaiaca,"357,03",
MG,3100500,Açucena,"325,42",
MG,3100609,Água Boa,"322,12",
MG,3100708,Água Comprida,"701,19",
MG,3100807,Aguanil,"524,43",
MG,3100906,Águas Formosas,"389,57",
MG,3101003,Águas Vermelhas,"306,97",
MG,3101102,Aimorés,"567,46",
MG,3101201,Aiuruoca,"539,92",
MG,3101300,Alagoa,"413,75",
MG,3101409,Albertina,"564,08",
MG,3101508,Além Paraíba,"674,5",
MG,3101607,Alfenas,"783,41",
MG,3101631,Alfredo Vasconcelos,"400,14",
MG,3101706,Almenara,"419,98",
MG,3101805,Alpercata,"401,21",
MG,3101904,Alpinópolis,"633,91",
MG,3102001,Alterosa,"475,99",
MG,3102050,Alto Caparaó,"505,1",
MG,3102100,Alto Rio Doce,"323,95",
MG,3102209,Alvarenga,"312,46",
MG,3102308,Alvinópolis,"460,96",
MG,3102407,Alvorada de Minas,"277,99",
MG,3102506,Amparo do Serra,"368,72",
MG,3102605,Andradas,"754,39",
MG,3102704,Cachoeira de Pajeú,"265,27",
MG,3102803,Andrelândia,"534,68",
MG,3102852,Angelândia,"322,8",
MG,3102902,Antônio Carlos,"457,02",
MG,3103009,Antônio Dias,"387,61",
MG,3103108,Antônio Prado de Minas,"529,54",
MG,3103207,Araçaí,"482,4",
MG,3103306,Aracitaba,"351,6",
MG,3103405,Araçuaí,"410,67",
MG,3103504,Araguari,"798,63",
MG,3103603,Arantina,"411,16",
MG,3103702,Araponga,"328,75",
MG,3103751,Araporã,"536,04",
MG,3103801,Arapuá,"696,47",
MG,3103900,Araújos,"599,3",
MG,3104007,Araxá,"883,88",
MG,3104106,Arceburgo,"576,68",
MG,3104205,Arcos,"691,16",
MG,3104304,Areado,"622,83",
MG,3104403,Argirita,"442,45",
MG,3104452,Aricanduva,"249,75",
MG,3104502,Arinos,"349,52",
MG,3104601,Astolfo Dutra,"572,06",
MG,3104700,Ataléia,"317,64",
MG,3104809,Augusto de Lima,"384,1",
MG,3104908,Baependi,"497,21",
MG,3105004,Baldim,"458,08",
MG,3105103,Bambuí,"777,46",
MG,3105202,Bandeira,302,
MG,3105301,Bandeira do Sul,"554,52",
MG,3105400,Barão de Cocais,"546,85",
MG,3105509,Barão de Monte Alto,"377,1",
MG,3105608,Barbacena,"854,27",
MG,3105707,Barra Longa,"362,62",
MG,3105905,Barroso,"535,1",
MG,3106002,Bela Vista de Minas,"440,23",
MG,3106101,Belmiro Braga,"464,5",
MG,3106200,Belo Horizonte,"1497,29",
MG,3106309,Belo Oriente,"470,05",
MG,3106408,Belo Vale,"524,03",
MG,3106507,Berilo,"295,62",
MG,3106606,Bertópolis,"288,77",
MG,3106655,Berizal,"261,24",
MG,3106705,Betim,"660,56",
MG,3106804,Bias Fortes,"344,35",
MG,3106903,Bicas,735,
MG,3107000,Biquinhas,"565,37",
MG,3107109,Boa Esperança,"599,17",
MG,3107208,Bocaina de Minas,"501,73",
MG,3107307,Bocaiúva,"451,54",
MG,3107406,Bom Despacho,"809,9",
MG,3107505,Bom Jardim de Minas,"464,99",
MG,3107604,Bom Jesus da Penha,"607,73",
MG,3107703,Bom Jesus do Amparo,"472,21",
MG,3107802,Bom Jesus do Galho,368,
MG,3107901,Bom Repouso,"447,85",
MG,3108008,Bom Sucesso,"551,39",
MG,3108107,Bonfim,"512,94",
MG,3108206,Bonfinópolis de Minas,"472,15",
MG,3108255,Bonito de Minas,"195,65",
MG,3108305,Borda da Mata,"635,37",
MG,3108404,Botelhos,"630,12",
MG,3108503,Botumirim,"230,25",
MG,3108552,Brasilândia de Minas,"444,35",
MG,3108602,Brasília de Minas,"360,93",
MG,3108701,Brás Pires,"299,02",
MG,3108800,Braúnas,"416,84",
MG,3108909,Brasópolis,"613,88",
MG,3109006,Brumadinho,"910,31",
MG,3109105,Bueno Brandão,"491,08",
MG,3109204,Buenópolis,"456,55",
MG,3109253,Bugre,"338,39",
MG,3109303,Buritis,"505,59",
MG,3109402,Buritizeiro,"340,72",
MG,3109451,Cabeceira Grande,"424,47",
MG,3109501,Cabo Verde,"571,6",
MG,3109600,Cachoeira da Prata,"583,28",
MG,3109709,Cachoeira de Minas,"527,44",
MG,3109808,Cachoeira Dourada,"606,15",
MG,3109907,Caetanópolis,"531,65",
MG,3110004,Caeté,"586,16",
MG,3110103,Caiana,"406,23",
MG,3110202,Cajuri,"333,45",
MG,3110301,Caldas,"627,21",
MG,3110400,Camacho,"425,8",
MG,3110509,Camanducaia,"649,49",
MG,3110608,Cambuí,"712,9",
MG,3110707,Cambuquira,"588,83",
MG,3110806,Campanário,"350,46",
MG,3110905,Campanha,"686,16",
MG,3111002,Campestre,"669,87",
MG,3111101,Campina Verde,"681,73",
MG,3111150,Campo Azul,"244,97",
MG,3111200,Campo Belo,"646,71",
MG,3111309,Campo do Meio,"472,71",
MG,3111408,Campo Florido,"774,88",
MG,3111507,Campos Altos,"587,21",
MG,3111606,Campos Gerais,"503,91",
MG,3111705,Canaã,"439,71",
MG,3111804,Canápolis,"711,27",
MG,3111903,Cana Verde,"463,1",
MG,3112000,Candeias,"621,22",
MG,3112059,Cantagalo,"329,9",
MG,3112109,Caparaó,"364,52",
MG,3112208,Capela Nova,"338,43",
MG,3112307,Capelinha,"432,55",
MG,3112406,Capetinga,"549,97",
MG,3112505,Capim Branco,"497,48",
MG,3112604,Capinópolis,"834,14",
MG,3112653,Capitão Andrade,"403,35",
MG,3112703,Capitão Enéas,"282,97",
MG,3112802,Capitólio,"658,77",
MG,3112901,Caputira,"353,65",
MG,3113008,Caraí,"244,29",
MG,3113107,Caranaíba,"319,88",
MG,3113206,Carandaí,"495,09",
MG,3113305,Carangola,"618,24",
MG,3113404,Caratinga,"610,29",
MG,3113503,Carbonita,"373,05",
MG,3113602,Careaçu,"504,96",
MG,3113701,Carlos Chagas,"432,37",
MG,3113800,Carmésia,"404,76",
MG,3113909,Carmo da Cachoeira,"525,35",
MG,3114006,Carmo da Mata,"551,21",
MG,3114105,Carmo de Minas,"511,95",
MG,3114204,Carmo do Cajuru,"606,19",
MG,3114303,Carmo do Paranaíba,"678,13",
MG,3114402,Carmo do Rio Claro,"685,17",
MG,3114501,Carmópolis de Minas,"599,63",
MG,3114550,Carneirinho,"847,07",
MG,3114600,Carrancas,"576,62",
MG,3114709,Carvalhópolis,"579,4",
MG,3114808,Carvalhos,"506,24",
MG,3114907,Casa Grande,"351,47",
MG,3115003,Cascalho Rico,"769,71",
MG,3115102,Cássia,"717,84",
MG,3115201,Conceição da Barra de Minas,"511,91",
MG,3115300,Cataguases,"699,57",
MG,3115359,Catas Altas,"502,15",
MG,3115409,Catas Altas da Noruega,"309,82",
MG,3115458,Catuji,"221,41",
MG,3115474,Catuti,"265,76",
MG,3115508,Caxambu,"963,25",
MG,3115607,Cedro do Abaeté,"431,2",
MG,3115706,Central de Minas,"494,1",
MG,3115805,Centralina,"468,15",
MG,3115904,Chácara,"456,42",
MG,3116001,Chalé,"418,8",
MG,3116100,Chapada do Norte,"279,92",
MG,3116159,Chapada Gaúcha,"282,53",
MG,3116209,Chiador,"808,78",
MG,3116308,Cipotânea,"317,62",
MG,3116407,Claraval,"575,11",
MG,3116506,Claro dos Poções,"337,07",
MG,3116605,Cláudio,"625,88",
MG,3116704,Coimbra,"454,81",
MG,3116803,Coluna,315,
MG,3116902,Comendador Gomes,"635,2",
MG,3117009,Comercinho,"271,4",
MG,3117108,Conceição da Aparecida,"579,34",
MG,3117207,Conceição das Pedras,"434,68",
MG,3117306,Conceição das Alagoas,"770,02",
MG,3117405,Conceição de Ipanema,"497,4",
MG,3117504,Conceição do Mato Dentro,"384,42",
MG,3117603,Conceição do Pará,"576,48",
MG,3117702,Conceição do Rio Verde,"533,38",
MG,3117801,Conceição dos Ouros,"509,52",
MG,3117836,Cônego Marinho,"245,64",
MG,3117876,Confins,"647,2",
MG,3117900,Congonhal,"553,81",
MG,3118007,Congonhas,"760,35",
MG,3118106,Congonhas do Norte,"270,3",
MG,3118205,Conquista,"678,21",
MG,3118304,Conselheiro Lafaiete,"781,59",
MG,3118403,Conselheiro Pena,"445,95",
MG,3118502,Consolação,"395,33",
MG,3118601,Contagem,"824,3",
MG,3118700,Coqueiral,"495,77",
MG,3118809,Coração de Jesus,"287,28",
MG,3118908,Cordisburgo,"440,09",
MG,3119005,Cordislândia,"468,59",
MG,3119104,Corinto,"499,56",
MG,3119203,Coroaci,"362,9",
MG,3119302,Coromandel,"753,35",
MG,3119401,Coronel Fabriciano,"685,48",
MG,3119500,Coronel Murta,"291,66",
MG,3119609,Coronel Pacheco,"525,62",
MG,3119708,Coronel Xavier Chaves,"518,32",
MG,3119807,Córrego Danta,"561,81",
MG,3119906,Córrego do Bom Jesus,"501,15",
MG,3119955,Córrego Fundo,"477,36",
MG,3120003,Córrego Novo,"327,06",
MG,3120102,Couto de Magalhães de Minas,"333,91",
MG,3120151,Crisólita,"294,11",
MG,3120201,Cristais,"780,18",
MG,3120300,Cristália,"200,51",
MG,3120409,Cristiano Otoni,"458,68",
MG,3120508,Cristina,"442,25",
MG,3120607,Crucilândia,"464,17",
MG,3120706,Cruzeiro da Fortaleza,"707,8",
MG,3120805,Cruzília,"520,72",
MG,3120839,Cuparaque,"381,64",
MG,3120870,Curral de Dentro,"279,64",
MG,3120904,Curvelo,"581,65",
MG,3121001,Datas,"313,84",
MG,3121100,Delfim Moreira,"454,36",
MG,3121209,Delfinópolis,"632,28",
MG,3121258,Delta,"523,34",
MG,3121308,Descoberto,"477,97",
MG,3121407,Desterro de Entre Rios,"348,88",
MG,3121506,Desterro do Melo,"373,25",
MG,3121605,Diamantina,"597,41",
MG,3121704,Diogo de Vasconcelos,"291,48",
MG,3121803,Dionísio,"461,02",
MG,3121902,Divinésia,"441,49",
MG,3122009,Divino,"426,94",
MG,3122108,Divino das Laranjeiras,"388,4",
MG,3122207,Divinolândia de Minas,"340,1",
MG,3122306,Divinópolis,"868,57",
MG,3122355,Divisa Alegre,"341,94",
MG,3122405,Divisa Nova,"484,91",
MG,3122454,Divisópolis,"290,45",
MG,3122470,Dom Bosco,"394,72",
MG,3122504,Dom Cavati,"485,9",
MG,3122603,Dom Joaquim,"355,58",
MG,3122702,Dom Silvério,"488,84",
MG,3122801,Dom Viçoso,"371,63",
MG,3122900,Dona Eusébia,"563,76",
MG,3123007,Dores de Campos,"520,98",
MG,3123106,Dores de Guanhães,"361,09",
MG,3123205,Dores do Indaiá,"663,62",
MG,3123304,Dores do Turvo,"363,3",
MG,3123403,Doresópolis,"461,8",
MG,3123502,Douradoquara,"640,34",
MG,3123528,Durandé,"392,68",
MG,3123601,Elói Mendes,"577,5",
MG,3123700,Engenheiro Caldas,"407,77",
MG,3123809,Engenheiro Navarro,"332,37",
MG,3123858,Entre Folhas,"373,1",
MG,3123908,Entre Rios de Minas,"527,33",
MG,3124005,Ervália,"429,35",
MG,3124104,Esmeraldas,"452,62",
MG,3124203,Espera Feliz,"496,04",
MG,3124302,Espinosa,"299,13",
MG,3124401,Espírito Santo do Dourado,"486,55",
MG,3124500,Estiva,"547,01",
MG,3124609,Estrela Dalva,"701,83",
MG,3124708,Estrela do Indaiá,"547,21",
MG,3124807,Estrela do Sul,"600,41",
MG,3124906,Eugenópolis,"486,46",
MG,3125002,Ewbank da Câmara,"391,34",
MG,3125101,Extrema,"745,21",
MG,3125200,Fama,"624,24",
MG,3125309,Faria Lemos,"544,77",
MG,3125408,Felício dos Santos,"274,2",
MG,3125507,São Gonçalo do Rio Preto,"321,22",
MG,3125606,Felisburgo,"290,8",
MG,3125705,Felixlândia,"459,52",
MG,3125804,Fernandes Tourinho,"351,58",
MG,3125903,Ferros,"392,08",
MG,3125952,Fervedouro,"301,55",
MG,3126000,Florestal,"741,46",
MG,3126109,Formiga,"746,8",
MG,3126208,Formoso,"370,41",
MG,3126307,Fortaleza de Minas,"562,53",
MG,3126406,Fortuna de Minas,"459,52",
MG,3126505,Francisco Badaró,"286,56",
MG,3126604,Francisco Dumont,"326,7",
MG,3126703,Francisco Sá,"344,32",
MG,3126752,Franciscópolis,"296,76",
MG,3126802,Frei Gaspar,"275,62",
MG,3126901,Frei Inocêncio,"389,61",
MG,3126950,Frei Lagonegro,"201,83",
MG,3127008,Fronteira,"598,68",
MG,3127057,Fronteira dos Vales,"255,11",
MG,3127073,Fruta de Leite,"241,93",
MG,3127107,Frutal,"752,01",
MG,3127206,Funilândia,"360,59",
MG,3127305,Galiléia,"442,14",
MG,3127339,Gameleiras,"258,85",
MG,3127354,Glaucilândia,"293,97",
MG,3127370,Goiabeira,"398,14",
MG,3127388,Goianá,"558,09",
MG,3127404,Gonçalves,"519,03",
MG,3127503,Gonzaga,"258,04",
MG,3127602,Gouveia,"382,78",
MG,3127701,Governador Valadares,"678,74",
MG,3127800,Grão Mogol,"293,87",
MG,3127909,Grupiara,"548,38",
MG,3128006,Guanhães,"560,99",
MG,3128105,Guapé,"487,68",
MG,3128204,Guaraciaba,"373,48",
MG,3128253,Guaraciama,"306,99",
MG,3128303,Guaranésia,"598,17",
MG,3128402,Guarani,"568,73",
MG,3128501,Guarará,"457,9",
MG,3128600,Guarda-Mor,"660,72",
MG,3128709,Guaxupé,"746,7",
MG,3128808,Guidoval,"512,85",
MG,3128907,Guimarânia,"552,31",
MG,3129004,Guiricema,"469,56",
MG,3129103,Gurinhatã,"587,76",
MG,3129202,Heliodora,474,
MG,3129301,Iapu,"427,85",
MG,3129400,Ibertioga,"347,21",
MG,3129509,Ibiá,"781,68",
MG,3129608,Ibiaí,"269,24",
MG,3129657,Ibiracatu,"225,72",
MG,3129707,Ibiraci,"609,71",
MG,3129806,Ibirité,"525,64",
MG,3129905,Ibitiúra de Minas,"479,81",
MG,3130002,Ibituruna,"426,36",
MG,3130051,Icaraí de Minas,"277,4",
MG,3130101,Igarapé,"570,58",
MG,3130200,Igaratinga,"556,96",
MG,3130309,Iguatama,"604,59",
MG,3130408,Ijaci,"495,95",
MG,3130507,Ilicínea,"500,79",
MG,3130556,Imbé de Minas,"281,68",
MG,3130606,Inconfidentes,"579,13",
MG,3130655,Indaiabira,"286,93",
MG,3130705,Indianópolis,"499,36",
MG,3130804,Ingaí,"602,08",
MG,3130903,Inhapim,"434,81",
MG,3131000,Inhaúma,"477,55",
MG,3131109,Inimutaba,"389,93",
MG,3131158,Ipaba,"403,9",
MG,3131208,Ipanema,"518,1",
MG,3131307,Ipatinga,"862,91",
MG,3131406,Ipiaçu,"550,98",
MG,3131505,Ipuiúna,"719,24",
MG,3131604,Iraí de Minas,"642,98",
MG,3131703,Itabira,"744,61",
MG,3131802,Itabirinha de Mantena,"390,33",
MG,3131901,Itabirito,"784,55",
MG,3132008,Itacambira,"277,92",
MG,3132107,Itacarambi,"321,22",
MG,3132206,Itaguara,"610,65",
MG,3132305,Itaipé,"277,8",
MG,3132404,Itajubá,"948,2",
MG,3132503,Itamarandiba,"374,21",
MG,3132602,Itamarati de Minas,"540,7",
MG,3132701,Itambacuri,"370,48",
MG,3132800,Itambé do Mato Dentro,"345,17",
MG,3132909,Itamogi,"502,2",
MG,3133006,Itamonte,"604,91",
MG,3133105,Itanhandu,"706,47",
MG,3133204,Itanhomi,"474,77",
MG,3133303,Itaobim,"362,88",
MG,3133402,Itapagipe,"741,95",
MG,3133501,Itapecerica,"594,71",
MG,3133600,Itapeva,"620,04",
MG,3133709,Itatiaiuçu,"490,54",
MG,3133758,Itaú de Minas,"913,39",
MG,3133808,Itaúna,"847,74",
MG,3133907,Itaverava,"363,06",
MG,3134004,Itinga,260,
MG,3134103,Itueta,"429,77",
MG,3134202,Ituiutaba,"824,46",
MG,3134301,Itumirim,"533,39",
MG,3134400,Iturama,"753,23",
MG,3134509,Itutinga,"634,33",
MG,3134608,Jaboticatubas,"602,48",
MG,3134707,Jacinto,"325,42",
MG,3134806,Jacuí,"558,14",
MG,3134905,Jacutinga,"717,25",
MG,3135001,Jaguaraçu,"508,65",
MG,3135050,Jaíba,"376,73",
MG,3135076,Jampruca,"344,6",
MG,3135100,Janaúba,"468,29",
MG,3135209,Januária,"359,19",
MG,3135308,Japaraíba,"541,09",
MG,3135357,Japonvar,"254,77",
MG,3135407,Jeceaba,"401,99",
MG,3135456,Jenipapo de Minas,"309,77",
MG,3135506,Jequeri,"348,73",
MG,3135605,Jequitaí,"345,53",
MG,3135704,Jequitibá,"1007,03",
MG,3135803,Jequitinhonha,"376,03",
MG,3135902,Jesuânia,"533,26",
MG,3136009,Joaíma,"281,18",
MG,3136108,Joanésia,"369,24",
MG,3136207,João Monlevade,"724,4",
MG,3136306,João Pinheiro,"562,24",
MG,3136405,Joaquim Felício,"433,58",
MG,3136504,Jordânia,"362,77",
MG,3136520,José Gonçalves de Minas,"328,27",
MG,3136553,José Raydan,"327,01",
MG,3136579,Josenópolis,"232,47",
MG,3136603,Nova União,"387,68",
MG,3136652,Juatuba,"517,18",
MG,3136702,Juiz de Fora,"1050,88",
MG,3136801,Juramento,"335,93",
MG,3136900,Juruaia,"1122,1",
MG,3136959,Juvenília,"223,32",
MG,3137007,Ladainha,"226,72",
MG,3137106,Lagamar,"592,95",
MG,3137205,Lagoa da Prata,"707,01",
MG,3137304,Lagoa dos Patos,"321,11",
MG,3137403,Lagoa Dourada,"522,62",
MG,3137502,Lagoa Formosa,"693,25",
MG,3137536,Lagoa Grande,"543,58",
MG,3137601,Lagoa Santa,"1089,96",
MG,3137700,Lajinha,"482,87",
MG,3137809,Lambari,"597,16",
MG,3137908,Lamim,"386,1",
MG,3138005,Laranjal,"601,49",
MG,3138104,Lassance,"364,3",
MG,3138203,Lavras,"889,65",
MG,3138302,Leandro Ferreira,"649,92",
MG,3138351,Leme do Prado,"338,71",
MG,3138401,Leopoldina,"609,5",
MG,3138500,Liberdade,"546,79",
MG,3138609,Lima Duarte,"645,22",
MG,3138625,Limeira do Oeste,"595,92",
MG,3138658,Lontra,"312,77",
MG,3138674,Luisburgo,"355,95",
MG,3138682,Luislândia,"273,73",
MG,3138708,Luminárias,"474,29",
MG,3138807,Luz,"720,88",
MG,3138906,Machacalis,"350,63",
MG,3139003,Machado,"701,58",
MG,3139102,Madre de Deus de Minas,"508,21",
MG,3139201,Malacacheta,"353,28",
MG,3139250,Mamonas,"269,87",
MG,3139300,Manga,"387,71",
MG,3139409,Manhuaçu,"592,99",
MG,3139508,Manhumirim,"547,24",
MG,3139607,Mantena,"505,08",
MG,3139706,Maravilhas,"442,51",
MG,3139805,Mar de Espanha,"598,93",
MG,3139904,Maria da Fé,"445,11",
MG,3140001,Mariana,"641,84",
MG,3140100,Marilac,"354,33",
MG,3140159,Mário Campos,"551,93",
MG,3140209,Maripá de Minas,"510,92",
MG,3140308,Marliéria,"401,74",
MG,3140407,Marmelópolis,"367,73",
MG,3140506,Martinho Campos,"579,07",
MG,3140530,Martins Soares,"376,88",
MG,3140555,Mata Verde,"298,19",
MG,3140605,Materlândia,"255,52",
MG,3140704,Mateus Leme,"579,23",
MG,3140803,Matias Barbosa,"633,76",
MG,3140852,Matias Cardoso,303,
MG,3140902,Matipó,"403,48",
MG,3141009,Mato Verde,"343,76",
MG,3141108,Matozinhos,"584,15",
MG,3141207,Matutina,"820,03",
MG,3141306,Medeiros,"715,52",
MG,3141405,Medina,"388,82",
MG,3141504,Mendes Pimentel,"372,96",
MG,3141603,Mercês,"561,75",
MG,3141702,Mesquita,"424,12",
MG,3141801,Minas Novas,"334,06",
MG,3141900,Minduri,"404,95",
MG,3142007,Mirabela,"326,06",
MG,3142106,Miradouro,"443,39",
MG,3142205,Miraí,"493,91",
MG,3142254,Miravânia,"235,64",
MG,3142304,Moeda,"477,77",
MG,3142403,Moema,"634,04",
MG,3142502,Monjolos,"360,58",
MG,3142601,Monsenhor Paulo,"555,78",
MG,3142700,Montalvânia,"305,88",
MG,3142809,Monte Alegre de Minas,"619,1",
MG,3142908,Monte Azul,"358,13",
MG,3143005,Monte Belo,"539,84",
MG,3143104,Monte Carmelo,"689,45",
MG,3143153,Monte Formoso,"206,62",
MG,3143203,Monte Santo de Minas,"584,09",
MG,3143302,Montes Claros,"650,62",
MG,3143401,Monte Sião,"760,69",
MG,3143450,Montezuma,"308,78",
MG,3143500,Morada Nova de Minas,"577,61",
MG,3143609,Morro da Garça,"376,88",
MG,3143708,Morro do Pilar,"382,62",
MG,3143807,Munhoz,"412,79",
MG,3143906,Muriaé,"758,46",
MG,3144003,Mutum,"415,41",
MG,3144102,Muzambinho,"719,94",
MG,3144201,Nacip Raydan,"429,34",
MG,3144300,Nanuque,"505,55",
MG,3144359,Naque,"408,75",
MG,3144375,Natalândia,"431,11",
MG,3144409,Natércia,"541,69",
MG,3144508,Nazareno,"491,13",
MG,3144607,Nepomuceno,"480,79",
MG,3144656,Ninheira,"210,17",
MG,3144672,Nova Belém,"265,9",
MG,3144706,Nova Era,"532,58",
MG,3144805,Nova Lima,"1731,84",
MG,3144904,Nova Módica,"355,66",
MG,3145000,Nova Ponte,"771,68",
MG,3145059,Nova Porteirinha,"302,09",
MG,3145109,Nova Resende,"576,41",
MG,3145208,Nova Serrana,"659,74",
MG,3145307,Novo Cruzeiro,"264,66",
MG,3145356,Novo Oriente de Minas,"274,37",
MG,3145372,Novorizonte,"299,95",
MG,3145406,Olaria,"423,44",
MG,3145455,Olhos-d'Água,"348,9",
MG,3145505,Olímpio Noronha,"475,23",
MG,3145604,Oliveira,"588,2",
MG,3145703,Oliveira Fortes,"369,25",
MG,3145802,Onça de Pitangui,"446,23",
MG,3145851,Oratórios,"395,74",
MG,3145877,Orizânia,"247,35",
MG,3145901,Ouro Branco,"866,02",
MG,3146008,Ouro Fino,"635,38",
MG,3146107,Ouro Preto,"710,55",
MG,3146206,Ouro Verde de Minas,"298,76",
MG,3146255,Padre Carvalho,"286,32",
MG,3146305,Padre Paraíso,"253,77",
MG,3146404,Paineiras,"589,16",
MG,3146503,Pains,"690,97",
MG,3146552,Pai Pedro,"203,93",
MG,3146602,Paiva,"476,35",
MG,3146701,Palma,"494,63",
MG,3146750,Palmópolis,"259,75",
MG,3146909,Papagaios,"455,96",
MG,3147006,Paracatu,"637,8",
MG,3147105,Pará de Minas,"686,42",
MG,3147204,Paraguaçu,"587,36",
MG,3147303,Paraisópolis,"592,61",
MG,3147402,Paraopeba,"530,79",
MG,3147501,Passabém,"405,19",
MG,3147600,Passa Quatro,"561,44",
MG,3147709,Passa Tempo,"535,96",
MG,3147808,Passa-Vinte,"493,38",
MG,3147907,Passos,"802,97",
MG,3147956,Patis,"244,72",
MG,3148004,Patos de Minas,"843,57",
MG,3148103,Patrocínio,"720,59",
MG,3148202,Patrocínio do Muriaé,"590,26",
MG,3148301,Paula Cândido,"407,91",
MG,3148400,Paulistas,"321,22",
MG,3148509,Pavão,"333,55",
MG,3148608,Peçanha,"404,21",
MG,3148707,Pedra Azul,"327,18",
MG,3148756,Pedra Bonita,"256,67",
MG,3148806,Pedra do Anta,"418,07",
MG,3148905,Pedra do Indaiá,"578,46",
MG,3149002,Pedra Dourada,"406,3",
MG,3149101,Pedralva,"541,01",
MG,3149150,Pedras de Maria da Cruz,"268,27",
MG,3149200,Pedrinópolis,"702,77",
MG,3149309,Pedro Leopoldo,"721,11",
MG,3149408,Pedro Teixeira,"309,25",
MG,3149507,Pequeri,"593,92",
MG,3149606,Pequi,"522,22",
MG,3149705,Perdigão,"668,59",
MG,3149804,Perdizes,"861,29",
MG,3149903,Perdões,"663,06",
MG,3149952,Periquito,"320,07",
MG,3150000,Pescador,"367,74",
MG,3150109,Piau,"449,68",
MG,3150158,Piedade de Caratinga,"381,36",
MG,3150208,Piedade de Ponte Nova,"368,71",
MG,3150307,Piedade do Rio Grande,"428,95",
MG,3150406,Piedade dos Gerais,"443,35",
MG,3150505,Pimenta,"613,61",
MG,3150539,Pingo-d'Água,"340,91",
MG,3150570,Pintópolis,"260,14",
MG,3150604,Piracema,"444,75",
MG,3150703,Pirajuba,"838,37",
MG,3150802,Piranga,"305,73",
MG,3150901,Piranguçu,"504,1",
MG,3151008,Piranguinho,"523,5",
MG,3151107,Pirapetinga,"550,3",
MG,3151206,Pirapora,"596,44",
MG,3151305,Piraúba,"527,81",
MG,3151404,Pitangui,669,
MG,3151503,Piumhi,"747,2",
MG,3151602,Planura,"669,6",
MG,3151701,Poço Fundo,"644,47",
MG,3151800,Poços de Caldas,"953,96",
MG,3151909,Pocrane,"365,67",
MG,3152006,Pompéu,"598,83",
MG,3152105,Ponte Nova,"679,67",
MG,3152131,Ponto Chique,"269,28",
MG,3152170,Ponto dos Volantes,"267,46",
MG,3152204,Porteirinha,"320,48",
MG,3152303,Porto Firme,"366,49",
MG,3152402,Poté,"303,44",
MG,3152501,Pouso Alegre,"878,26",
MG,3152600,Pouso Alto,"778,57",
MG,3152709,Prados,"485,2",
MG,3152808,Prata,"782,28",
MG,3152907,Pratápolis,"636,81",
MG,3153004,Pratinha,"663,39",
MG,3153103,Presidente Bernardes,"341,87",
MG,3153202,Presidente Juscelino,"340,94",
MG,3153301,Presidente Kubitschek,"282,93",
MG,3153400,Presidente Olegário,"546,68",
MG,3153509,Alto Jequitibá,"486,73",
MG,3153608,Prudente de Morais,"481,48",
MG,3153707,Quartel Geral,"539,78",
MG,3153806,Queluzito,"513,72",
MG,3153905,Raposos,"646,62",
MG,3154002,Raul Soares,"480,45",
MG,3154101,Recreio,"510,95",
MG,3154150,Reduto,"449,53",
MG,3154200,Resende Costa,"580,66",
MG,3154309,Resplendor,"504,18",
MG,3154408,Ressaquinha,"424,03",
MG,3154457,Riachinho,"290,89",
MG,3154507,Riacho dos Machados,"255,57",
MG,3154606,Ribeirão das Neves,"479,77",
MG,3154705,Ribeirão Vermelho,"617,88",
MG,3154804,Rio Acima,"582,71",
MG,3154903,Rio Casca,"460,2",
MG,3155009,Rio Doce,"439,86",
MG,3155108,Rio do Prado,"283,37",
MG,3155207,Rio Espera,"286,36",
MG,3155306,Rio Manso,"536,99",
MG,3155405,Rio Novo,"519,69",
MG,3155504,Rio Paranaíba,"727,2",
MG,3155603,Rio Pardo de Minas,"306,96",
MG,3155702,Rio Piracicaba,"516,18",
MG,3155801,Rio Pomba,"601,31",
